[Error] Viewport argument key "target-densitydpi" not recognized and ignored. (try.html, line 5)
[Log]  Time:Wed Feb 05 2014 19:56:45 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41480959157017 (try.html, line 34)
[Log] Longitude: -75.67359463486784 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 690 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:46 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41497662461815 (try.html, line 34)
[Log] Longitude: -75.67346006432066 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 691 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:47 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.415081297080434 (try.html, line 34)
[Log] Longitude: -75.67337514208899 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 692 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:48 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41522184475833 (try.html, line 34)
[Log] Longitude: -75.67335384978865 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 693 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:49 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41535265925547 (try.html, line 34)
[Log] Longitude: -75.67331774941954 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 694 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:50 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.415493831257514 (try.html, line 34)
[Log] Longitude: -75.67328945750785 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 695 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:51 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41561898609952 (try.html, line 34)
[Log] Longitude: -75.67327729653972 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 696 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:52 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41579793362729 (try.html, line 34)
[Log] Longitude: -75.67335185226176 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 697 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:53 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41593958102137 (try.html, line 34)
[Log] Longitude: -75.67341917477601 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 698 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41608923286719 (try.html, line 34)
[Log] Longitude: -75.67346952183912 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 699 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41626877882381 (try.html, line 34)
[Log] Longitude: -75.67360428024621 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 700 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41641247575682 (try.html, line 34)
[Log] Longitude: -75.67374079001429 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 701 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41657271924521 (try.html, line 34)
[Log] Longitude: -75.67388221221228 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 702 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41672974569361 (try.html, line 34)
[Log] Longitude: -75.6740047834574 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 703 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:56:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41688715435222 (try.html, line 34)
[Log] Longitude: -75.67417839105211 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 704 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4170410855435 (try.html, line 34)
[Log] Longitude: -75.67433872744778 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 705 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41718982607255 (try.html, line 34)
[Log] Longitude: -75.67449450682942 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 706 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41732002510323 (try.html, line 34)
[Log] Longitude: -75.67470473453281 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 707 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.417440749435386 (try.html, line 34)
[Log] Longitude: -75.67491078647443 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 708 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:04 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41755725257519 (try.html, line 34)
[Log] Longitude: -75.67509343644514 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 709 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:05 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41765258111931 (try.html, line 34)
[Log] Longitude: -75.67528212460276 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 710 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:06 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41774410592575 (try.html, line 34)
[Log] Longitude: -75.67551270160415 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 711 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:07 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41781941147015 (try.html, line 34)
[Log] Longitude: -75.67574545302537 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 712 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.417909208433734 (try.html, line 34)
[Log] Longitude: -75.67597849951262 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 713 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41799205825237 (try.html, line 34)
[Log] Longitude: -75.67622903741493 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 714 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.418081367430666 (try.html, line 34)
[Log] Longitude: -75.67648518837585 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 715 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4181599477729 (try.html, line 34)
[Log] Longitude: -75.67673077813878 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 716 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4182426771572 (try.html, line 34)
[Log] Longitude: -75.67696773454144 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 717 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41833600964902 (try.html, line 34)
[Log] Longitude: -75.6772010029067 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 718 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41840122085569 (try.html, line 34)
[Log] Longitude: -75.67751750357046 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 719 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.418481016573885 (try.html, line 34)
[Log] Longitude: -75.67780005752637 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 720 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:16 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.418572505047 (try.html, line 34)
[Log] Longitude: -75.67808236002519 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 721 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:17 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41866793301461 (try.html, line 34)
[Log] Longitude: -75.67833406857743 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 722 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.418759470166165 (try.html, line 34)
[Log] Longitude: -75.67861196959741 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 723 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41885991137686 (try.html, line 34)
[Log] Longitude: -75.67888130967195 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 724 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41894568118354 (try.html, line 34)
[Log] Longitude: -75.67913349121268 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 725 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.419040451802076 (try.html, line 34)
[Log] Longitude: -75.67939257099194 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 726 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41912529402955 (try.html, line 34)
[Log] Longitude: -75.67960128690552 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 727 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41920231415287 (try.html, line 34)
[Log] Longitude: -75.67987361464236 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 728 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:24 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.4192912901314 (try.html, line 34)
[Log] Longitude: -75.68014429121796 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 729 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:25 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41941115740651 (try.html, line 34)
[Log] Longitude: -75.68039986618331 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 730 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:26 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.419524171121964 (try.html, line 34)
[Log] Longitude: -75.68063736200835 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 731 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:27 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.419634835976 (try.html, line 34)
[Log] Longitude: -75.68090442884169 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 732 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:28 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.41975467056061 (try.html, line 34)
[Log] Longitude: -75.68117774044165 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 733 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:29 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.419879607275554 (try.html, line 34)
[Log] Longitude: -75.68139808869896 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 734 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:30 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42000386598664 (try.html, line 34)
[Log] Longitude: -75.68163037067318 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 735 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:31 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42013073581288 (try.html, line 34)
[Log] Longitude: -75.68186059539448 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 736 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:32 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42025398882396 (try.html, line 34)
[Log] Longitude: -75.68210383896322 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 737 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:33 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42039596683462 (try.html, line 34)
[Log] Longitude: -75.6823425235544 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 738 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:34 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.420544496540586 (try.html, line 34)
[Log] Longitude: -75.68261076602995 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 739 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:35 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42069497278664 (try.html, line 34)
[Log] Longitude: -75.68286253132145 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 740 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:36 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42083713880347 (try.html, line 34)
[Log] Longitude: -75.68312162583538 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 741 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:37 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.420967371719335 (try.html, line 34)
[Log] Longitude: -75.68336645330801 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 742 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:38 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42110652554361 (try.html, line 34)
[Log] Longitude: -75.68362330114235 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 743 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:39 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42124867290382 (try.html, line 34)
[Log] Longitude: -75.68384461634773 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 744 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:40 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.421392357867845 (try.html, line 34)
[Log] Longitude: -75.68406878041793 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 745 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:41 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42152384918495 (try.html, line 34)
[Log] Longitude: -75.6842886489671 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 746 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:42 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42166070754018 (try.html, line 34)
[Log] Longitude: -75.68454175183443 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 747 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:43 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.421795755363966 (try.html, line 34)
[Log] Longitude: -75.68479467848172 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 748 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:44 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.421926153373384 (try.html, line 34)
[Log] Longitude: -75.68503873853835 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 749 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:45 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42205151123857 (try.html, line 34)
[Log] Longitude: -75.68527336503386 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 750 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:46 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42217262145722 (try.html, line 34)
[Log] Longitude: -75.68550079243715 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 751 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:47 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.422303539991454 (try.html, line 34)
[Log] Longitude: -75.6857533219347 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 752 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:48 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42241248966997 (try.html, line 34)
[Log] Longitude: -75.68597075316674 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 753 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:49 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42250897264067 (try.html, line 34)
[Log] Longitude: -75.68618456464787 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 754 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:50 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42260597328171 (try.html, line 34)
[Log] Longitude: -75.68640093066102 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 755 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:51 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.422707739929976 (try.html, line 34)
[Log] Longitude: -75.68660020007202 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 756 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:52 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.422801517145395 (try.html, line 34)
[Log] Longitude: -75.68676071553944 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 757 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:53 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42287895509932 (try.html, line 34)
[Log] Longitude: -75.68690426942105 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 758 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42297303831606 (try.html, line 34)
[Log] Longitude: -75.68702129114018 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 759 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42306060465224 (try.html, line 34)
[Log] Longitude: -75.68713795701223 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 760 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.423170330130915 (try.html, line 34)
[Log] Longitude: -75.6872629548958 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 761 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.423260377810955 (try.html, line 34)
[Log] Longitude: -75.68734546547098 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 762 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42334423752152 (try.html, line 34)
[Log] Longitude: -75.68739822745552 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 763 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:57:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42344889998498 (try.html, line 34)
[Log] Longitude: -75.68748248679235 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 764 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:58:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.423556117127326 (try.html, line 34)
[Log] Longitude: -75.68754851908068 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 765 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:58:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42365891486079 (try.html, line 34)
[Log] Longitude: -75.6876145062949 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 766 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:58:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.42376658632178 (try.html, line 34)
[Log] Longitude: -75.68764563956115 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 767 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:58:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.423849995241 (try.html, line 34)
[Log] Longitude: -75.68766403700553 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 768 (try.html, line 32)
